DATE,United States Delinquency,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,3.1,3,3.1,3.1,3.3,3.3,3.3,3.4,3.2,3.4,3.4,3.1,2.9,2.7,2.7,2.7,2.8,2.8,2.6,2.8,2.6,2.9,2.9,2.4,2.4,2.1,2.4,2.1,2.4,2.6,2.4,2.4,2.4,2.6,2.6,2.2,2,2,2.1,2.1,2.2,2.4,2.3,2.4,2.2,2.4,2.6,2.2,2,1.8,2,2,2.2,2.2,2.2,2.2,2.1,2.2,2.4,2.1,2,1.9,2,1.9,2.1,2.2,2,2,2,2.1,2.3,2,1.8,1.8,1.8,1.8,2,2.1,2,2,1.9,2.1,2.2,1.9,1.8,1.6,1.8,1.7,2,2,1.9,2.1,1.9,2.2,2.2,1.8,1.7,1.2,1,0.8,0.9,1,0.9,1,0.8,1,1,0.7,0.8,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.8,1
2012-08,3.3,4.6,2.2,2.9,4,2.6,2.3,3.2,3.9,3,3.4,4.5,1.8,2.8,3.1,3.7,2.3,2.9,3.5,5,3.1,3.6,2.8,3.6,2.3,6.2,3.5,2,2.4,3,3.2,3.1,3.3,3.2,3.9,1.5,3.3,3.5,2,3.8,3.5,4.1,1.9,4.2,4.2,2.6,2.2,2.9,2.1,4.5,2.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09,3.3,4.5,2.2,3,4.2,2.6,2.2,3.3,4.1,2.7,3.4,4.6,1.8,2.9,3.2,3.9,2.4,2.9,3.4,5,3,3.6,2.8,3.6,2.2,6.3,3.5,2,2.4,3.1,3.3,3.2,3.2,3.2,4.2,1.3,3.4,3.7,2,3.8,3.4,4.4,1.8,4.3,4.3,2.7,2.1,3,2.2,4.3,2.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,3.4,4.7,2.2,3.1,4.3,2.7,2.3,3.2,4.1,2.5,3.5,4.7,2,2.8,3.2,4,2.6,2.9,3.5,4.7,3.1,3.7,3,3.6,2.2,6.5,3.6,1.9,2.4,3.1,3.4,3.2,3.2,3.3,4.2,1.5,3.4,3.7,2,3.9,3.3,4.4,1.8,4.4,4.4,2.6,2.3,3.1,2,4.5,2.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,3.2,4.8,2,3,4,2.6,2.1,2.8,3.6,2.3,3.4,4.5,1.8,2.5,3,3.7,2.4,2.8,3.4,4.6,3.2,3.4,2.6,3.4,2,6.3,3.5,1.7,2.4,3,3.2,2.8,3,3,4.1,1.6,3.3,3.5,1.9,3.7,2.9,4.2,2.3,4.2,4.2,2.5,2.2,2.9,1.9,4.3,2.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12,3.4,4.9,2.2,3,4.3,2.6,2.2,3.1,3.8,2.5,3.6,4.7,2.1,2.7,3.2,3.9,2.5,3,3.6,5,3.3,3.7,3,3.6,2.2,6.5,3.7,2,2.4,2.9,3.3,2.8,3.3,3.2,4.2,1.6,3.5,3.7,2.1,4.1,3.3,4.4,1.8,4.4,4.5,2.7,2.5,3,2,4.7,2.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01,3.4,4.8,2.3,3,4.5,2.6,2.2,3.1,4.2,2.9,3.5,4.8,2.1,2.7,3.2,4,2.6,2.9,3.6,5,3.3,3.8,2.9,3.6,2.2,6.6,3.7,2,2.5,2.8,3.6,2.7,3.4,3.1,4.3,1.8,3.5,3.7,2.2,4.1,3.4,4.6,1.8,4.3,4.4,2.6,2.4,3,2.1,4.9,2.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02,3.1,4.6,2.2,2.7,3.8,2.4,2,2.9,3.8,2.6,3.2,4.4,1.9,2.4,2.8,3.5,2.3,2.7,3.1,4.5,3.2,3.5,2.6,3.3,2,6,3.4,2,2.2,2.5,3.2,2.5,3.1,2.8,3.9,1.4,3.2,3.2,2,3.7,3.3,4.2,1.7,4,4.1,2.4,2.3,2.8,1.9,4.4,2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03,2.9,4.2,1.9,2.5,3.3,2.4,2,3,3.6,2.7,3.1,4.2,1.9,2.3,2.6,3.2,2.2,2.6,2.8,4,2.9,3.4,2.7,3.1,2,5.2,3.3,1.9,2.3,2.4,3,2.7,2.9,2.8,3.6,1.3,2.9,3.3,1.8,3.6,3.3,3.8,1.7,3.7,3.8,2.3,2.3,2.7,1.8,4,1.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04,2.7,3.9,1.9,2.3,3.1,2.1,1.7,2.8,3.4,2.5,2.8,3.8,1.6,2.2,2.5,3,2,2.5,2.8,3.9,2.8,3.1,2.4,2.9,1.9,5.1,3.1,1.6,2.1,2.3,2.9,2.6,2.6,2.6,3.5,1.4,2.6,3,1.7,3.4,2.8,3.6,1.7,3.7,3.5,2.1,2.3,2.6,1.7,3.8,1.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05,2.7,3.7,1.9,2.2,3.3,2,1.7,2.8,3.3,2.6,2.8,3.6,1.5,2.3,2.5,3.1,2,2.5,2.9,4,2.8,3.1,2.5,2.9,1.9,5.3,3.1,1.6,2,2.2,2.6,2.6,2.7,2.7,3.4,1.7,2.8,2.9,1.7,3.4,3,3.4,1.7,3.7,3.5,2.1,2.1,2.4,1.6,4.1,1.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06,2.7,3.8,1.9,2.2,3.3,2,1.8,2.7,3.4,2.6,2.8,3.6,1.5,2.2,2.5,3.2,2.1,2.5,2.9,4.1,2.9,3.1,2.4,3,2,5.2,3.2,1.9,2.1,2.2,2.8,2.6,2.7,2.7,3.5,1.4,2.9,2.8,1.5,3.5,2.9,3.6,1.4,3.7,3.6,2.1,2.1,2.5,1.6,4.3,1.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07,2.8,4.1,1.9,2.3,3.4,2,1.9,2.7,3.5,2.5,2.8,3.7,1.5,2.2,2.6,3.2,2.3,2.5,2.9,4.2,2.8,3.1,2.6,3,2.1,5.6,3.1,2,2.2,2.1,2.6,2.7,2.9,2.8,3.5,1.2,3,2.8,1.5,3.5,3,3.7,1.8,3.8,3.6,2.1,2.2,2.6,1.6,4.3,2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08,2.8,4.1,1.9,2.3,3.6,2,1.8,2.8,3.6,2.4,2.9,3.8,1.6,2.4,2.6,3.3,2.2,2.4,3.1,4.2,2.8,3.1,2.6,3,2,5.6,3.2,2.1,2.3,2.2,2.7,2.7,2.7,2.9,3.6,1.2,3,2.9,1.6,3.5,3.1,3.7,1.8,3.8,3.7,2.2,2.4,2.6,1.7,4.4,2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09,2.6,3.7,2.1,2.1,3.5,1.8,1.6,2.5,2.9,2.2,2.5,3.4,1.3,2.1,2.4,3.1,1.8,2.3,2.8,3.9,2.7,2.8,2.2,2.7,1.7,5.2,3,1.9,2,1.9,2.3,2.5,2.4,2.6,3.4,1,2.7,2.9,1.4,3.3,2.8,3.6,1.6,3.3,3.4,1.9,2,2.3,1.6,4,1.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10,2.8,4,2,2.3,3.5,1.9,1.6,2.8,3.2,2.2,2.8,3.8,1.6,2.2,2.6,3.3,2.1,2.4,3,4.3,2.8,3,2.6,3,1.9,5.7,3.2,1.9,2.3,2.2,2.9,2.7,2.9,2.9,3.6,1.1,3,3,1.6,3.5,3,3.7,1.7,3.7,3.7,2.2,2,2.6,1.6,4.3,1.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11,2.6,3.8,1.7,2.2,3.6,1.8,1.5,2.6,3,2.1,2.6,3.5,1.6,2,2.4,3,2,2.4,2.9,4.1,2.7,2.8,2.2,2.8,1.8,5.3,3,1.9,2,2,2.4,2.5,2.7,2.6,3.4,1.1,2.8,3,1.4,3.3,2.9,3.6,1.6,3.4,3.4,2.1,1.8,2.4,1.4,4,1.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12,2.9,4.1,2.1,2.4,3.6,2,1.8,3,3.2,2.3,3,3.8,1.6,2.2,2.6,3.4,2.3,2.5,3.2,4.6,2.9,3.2,2.6,3.1,1.9,5.7,3.2,2,2.2,2.2,2.8,2.8,3,3,3.7,1.2,3,3.3,1.5,3.7,3.3,3.9,1.8,3.7,3.8,2.2,2.2,2.6,1.6,4.3,1.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01,2.9,4.3,2.1,2.4,3.7,2,1.8,2.9,3.4,2.2,3,4,1.6,2.2,2.6,3.3,2.4,2.5,3.1,4.6,3.2,3.2,2.7,3.1,1.9,5.7,3.2,1.9,2,2.2,3,2.8,2.9,3,3.7,1.1,3,3.4,1.4,3.8,3.3,3.9,1.9,3.9,3.8,2.1,2.4,2.6,1.6,4.6,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02,2.4,3.7,1.7,1.9,3.1,1.6,1.4,2.3,2.9,1.9,2.4,3.3,1.4,1.8,2.1,2.7,1.9,2.2,2.6,3.7,2.6,2.7,2,2.5,1.7,4.9,2.7,1.8,1.8,1.8,2.2,2.4,2.4,2.6,3.2,1.1,2.5,2.8,1.2,3,2.7,3.3,1.5,3.3,3.1,1.8,1.8,2.2,1.4,3.6,1.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,2.4,3.5,1.8,2,2.9,1.8,1.6,2.5,2.7,2,2.5,3.2,1.5,1.9,2.1,2.7,1.8,2.2,2.5,3.6,2.5,2.7,2.2,2.5,1.6,4.4,2.5,1.7,1.6,1.9,2.4,2.5,2.5,2.6,3,0.9,2.5,2.8,1.3,3,3,3.1,1.3,3,3.1,1.7,1.9,2.3,1.4,3.2,1.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04,2.1,3.1,1.6,1.7,2.6,1.5,1.3,2.2,2.4,1.6,2.1,2.9,1.2,1.7,1.9,2.5,1.6,2,2.4,3.3,2.2,2.3,1.9,2.2,1.4,4.4,2.2,1.6,1.5,1.7,2.2,2.1,2.3,2.3,2.7,0.9,2.1,2.5,1.1,2.7,2.2,2.8,1.6,2.9,2.7,1.5,1.8,1.9,1.3,3.1,1.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05,2.4,3.3,1.7,1.9,2.9,1.7,1.5,2.5,2.8,1.7,2.5,3.1,1.4,1.8,2.2,2.8,1.8,2.2,2.7,3.7,2.2,2.6,2.2,2.5,1.6,4.8,2.6,1.5,1.7,1.7,2.6,2.4,2.4,2.4,3.1,0.9,2.4,2.8,1.2,3.1,2.8,3.3,1.4,3.1,3.1,1.7,1.9,2.2,1.4,3.7,1.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06,2.1,3.1,1.6,1.6,2.7,1.4,1.4,2.2,2.3,1.6,2.1,2.8,1.1,1.6,2,2.6,1.7,2,2.5,3.4,2.1,2.3,1.9,2.2,1.5,4.4,2.4,1.5,1.7,1.6,2,2.2,2.1,2.2,2.8,0.8,2.3,2.5,1.1,2.8,2.4,2.8,1.3,2.9,2.7,1.5,1.7,2,1.2,3.7,1.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07,2.4,3.5,2,1.9,2.9,1.6,1.5,2.6,2.6,1.9,2.5,3.2,1.3,1.8,2.3,3,1.9,2.3,2.7,3.8,2.4,2.7,2.1,2.6,1.6,5,2.6,1.8,1.8,1.9,2.4,2.4,2.5,2.5,3.1,1.1,2.6,2.8,1.3,3.2,2.7,3.4,1.6,3.4,3.2,1.8,1.7,2.3,1.4,3.7,1.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08,2.6,3.8,1.9,2.2,3.3,1.8,1.6,2.7,3,2,2.7,3.4,1.4,2,2.4,3.1,2.1,2.3,2.8,4.1,2.5,3,2.3,2.7,1.8,5.2,2.8,1.7,1.8,2,2.5,2.6,2.5,2.7,3.3,1.1,2.8,3,1.4,3.3,3.2,3.4,1.6,3.6,3.4,2,1.9,2.3,1.4,3.6,1.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09,2.4,3.3,1.7,1.9,3,1.6,1.4,2.5,2.7,1.7,2.4,3,1.3,1.9,2.2,2.9,1.7,2.1,2.6,3.7,2.4,2.7,2,2.4,1.6,4.6,2.6,1.6,1.7,1.8,2.3,2.4,2.3,2.5,3.1,1.3,2.6,2.6,1.2,3,2.9,3.3,1.5,3.1,3.2,1.7,1.9,2.1,1.3,3.5,1.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,2.4,3.5,1.4,1.9,3,1.6,1.5,2.6,2.8,1.9,2.5,3.2,1.3,1.9,2.3,3,1.9,2.2,2.6,3.9,2.5,2.8,2.1,2.5,1.5,5,2.7,1.4,1.9,1.9,2.5,2.5,2.6,2.6,3.2,1,2.5,2.8,1.2,3.1,2.7,3.5,1.4,3.3,3.3,1.9,1.8,2.3,1.3,3.5,1.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,2.4,3.4,1.3,1.9,3.2,1.6,1.4,2.6,2.7,2,2.5,3.1,1.2,1.9,2.2,2.9,1.9,2.4,2.6,3.7,2.7,2.7,2,2.3,1.6,5.1,2.8,1.4,1.7,1.7,2.2,2.4,2.2,2.5,3.2,0.9,2.6,2.9,1.2,3,2.5,3.3,1.5,3.3,3.3,1.9,1.8,2.3,1.3,3.6,1.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,2.6,3.8,1.7,2.1,3.2,1.7,1.5,2.7,2.6,2.1,2.7,3.5,1.4,2.1,2.3,3.1,2.1,2.4,2.9,4.1,2.8,2.9,2.3,2.6,1.8,5.2,2.9,1.6,1.7,2,2.5,2.6,2.6,2.7,3.3,1,2.7,3,1.4,3.4,2.9,3.6,1.5,3.5,3.5,2.1,2.1,2.3,1.4,3.8,1.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,2.6,3.7,1.6,2.1,3.4,1.8,1.5,2.9,3.1,2,2.8,3.5,1.3,2.2,2.4,3,2.1,2.5,2.9,4.2,3.1,3,2.5,2.7,1.8,5.4,3,1.6,2,2,2.7,2.7,2.6,2.7,3.3,1.2,2.8,3,1.4,3.4,3.1,3.6,1.5,3.5,3.5,2.1,2.5,2.4,1.5,3.9,1.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,2.2,3,1.6,1.6,2.6,1.5,1.2,2.6,2.4,1.7,2.3,2.9,1.1,1.7,2,2.4,1.6,2,2.4,3.5,2.7,2.5,2,2.2,1.4,4.5,2.3,1.5,1.6,1.6,2.2,2.3,2.1,2.4,2.8,1,2.3,2.5,1.1,2.8,2.7,3.1,1.3,2.9,2.8,1.7,1.9,2,1.2,3.2,1.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,2,2.9,1.4,1.6,2.6,1.5,1.2,2.3,2.3,1.8,2.1,2.7,1.1,1.6,1.8,2.2,1.4,1.8,2.3,3.2,2.5,2.3,1.9,2.1,1.3,3.8,2.2,1.3,1.4,1.6,1.9,2.2,2.1,2.2,2.6,0.8,2.1,2.4,1.2,2.6,2.5,2.9,1.1,2.8,2.7,1.5,1.7,2,1.1,2.8,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,2,2.9,1.5,1.6,2.6,1.4,1.1,2.2,2.2,1.7,2,2.6,1.2,1.6,1.8,2.2,1.5,1.8,2.2,3.1,2.2,2.2,1.7,2.1,1.3,4.2,2.1,1.4,1.4,1.4,1.8,2.1,1.8,2.1,2.6,0.9,2.1,2.3,1,2.5,2.4,2.9,1.3,2.6,2.6,1.4,1.5,1.9,1.1,2.8,1.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,2.1,3.2,1.6,1.7,2.8,1.5,1.3,2.2,2.5,1.5,2.1,2.8,1.1,1.6,1.9,2.4,1.7,1.8,2.4,3.3,2.4,2.3,1.9,2.2,1.4,4.3,2.3,1.5,1.5,1.5,1.8,2.2,2.2,2.2,2.7,1.2,2.2,2.4,1.1,2.7,2.3,3,1.4,2.7,2.7,1.6,1.8,2,1.2,3,1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,2.1,3.1,1.3,1.6,2.6,1.4,1.2,2.2,2.2,1.6,2,2.7,1.2,1.6,1.8,2.4,1.5,1.9,2.3,3.3,2.3,2.3,1.8,2.2,1.4,4.2,2.4,1.4,1.4,1.4,1.8,2.1,2.2,2.2,2.6,1.1,2.3,2.3,1,2.7,2.1,3.1,1.6,2.8,2.6,1.7,1.7,2,1.2,2.9,1.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,2.2,3.3,1.6,1.7,2.6,1.5,1.4,2.2,2.3,1.9,2.2,2.8,1.1,1.5,2,2.6,1.7,1.8,2.4,3.4,2.6,2.4,1.9,2.2,1.6,4.3,2.4,1.5,1.6,1.5,2,2.2,2.3,2.3,2.6,1.2,2.4,2.3,1.2,2.7,2.3,3.1,1.6,2.9,2.7,1.7,1.9,2.1,1.3,3.4,1.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,2.4,3.6,1.8,2,3,1.6,1.4,2.5,2.5,2,2.5,3.1,1.3,1.7,2.2,2.8,1.8,2,2.6,3.9,2.8,2.6,2.1,2.5,1.6,5,2.6,1.6,1.7,1.8,2.2,2.4,2.3,2.5,2.9,1.3,2.6,2.6,1.2,3,2.6,3.3,1.5,3.2,2.9,1.8,2,2.2,1.3,3.5,1.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
